origin_id_pg,destination_id,destination_name,rank_diff,cost_diff,length_diff
196,8,Kamloops,0,0.00,-154.60
196,9,Castlegar,0,-1.61,-53870.85
196,10,Elkford,0,-0.01,-106.50
197,1,Terrace,0,0.03,60.67
197,2,Vancouver,0,-0.02,-213.64
197,3,Mackenzie,0,-0.02,-181.96
197,4,Prince George,0,-0.02,103.38
197,5,Quesnel,0,-0.02,-61.01
197,6,Williams Lake,0,-0.03,-179.40
197,7,McMahon Gas Plant,0,-0.03,-18.32
197,8,Kamloops,0,-0.02,-204.11
197,9,Castlegar,0,-1.62,-53920.37
197,10,Elkford,0,-0.03,-156.02
198,1,Terrace,0,-0.10,-322.35
198,2,Vancouver,0,-0.09,-434.49
198,3,Mackenzie,0,-0.09,-402.81
198,4,Prince George,0,-0.09,-117.45
198,5,Quesnel,0,-0.10,-281.84
198,6,Williams Lake,0,-0.09,-400.24
198,7,McMahon Gas Plant,0,-0.09,-239.16
198,8,Kamloops,0,-0.09,-424.96
198,9,Castlegar,0,-1.69,-54141.20
198,10,Elkford,0,-0.09,-376.86
199,1,Terrace,0,0.18,543.91
199,2,Vancouver,0,0.17,431.77
199,3,Mackenzie,0,0.17,463.45
199,4,Prince George,0,0.17,748.79
199,5,Quesnel,0,0.18,584.40
199,6,Williams Lake,0,0.17,466.01
199,7,McMahon Gas Plant,0,0.18,627.09
199,8,Kamloops,0,0.18,441.30
199,9,Castlegar,0,-1.43,-53274.96
199,10,Elkford,0,0.18,489.39
200,1,Terrace,0,0.13,368.83
200,2,Vancouver,0,0.12,256.69
200,3,Mackenzie,0,0.12,288.37
200,4,Prince George,0,0.12,573.72
200,5,Quesnel,0,0.13,409.32
200,6,Williams Lake,0,0.12,290.94
200,7,McMahon Gas Plant,0,0.12,452.02
200,8,Kamloops,0,0.12,266.22
200,9,Castlegar,0,-1.48,-53450.04
200,10,Elkford,0,0.12,314.32
201,1,Terrace,0,0.08,228.60
201,2,Vancouver,0,0.07,116.46
201,3,Mackenzie,0,0.07,148.14
201,4,Prince George,0,0.08,433.49
201,5,Quesnel,0,0.08,269.09
201,6,Williams Lake,0,0.08,150.71
201,7,McMahon Gas Plant,0,0.08,311.79
201,8,Kamloops,0,0.08,125.99
201,9,Castlegar,0,-1.53,-53590.27
201,10,Elkford,0,0.08,174.09
202,1,Terrace,0,-0.03,-121.05
202,2,Vancouver,0,-0.03,-234.94
202,3,Mackenzie,0,-0.03,-203.26
202,4,Prince George,0,-0.03,82.09
202,5,Quesnel,0,-0.04,-82.30
202,6,Williams Lake,0,-0.03,-200.70
202,7,McMahon Gas Plant,0,-0.03,-39.62
202,8,Kamloops,0,-0.03,-225.41
202,9,Castlegar,0,-1.63,-53941.66
202,10,Elkford,0,-0.03,-177.32
203,1,Terrace,0,0.01,-18.60
203,2,Vancouver,0,0.00,-132.50
203,3,Mackenzie,0,0.00,-100.82
203,4,Prince George,0,0.00,184.54
203,5,Quesnel,0,0.00,20.14
203,6,Williams Lake,0,0.00,-98.25
203,7,McMahon Gas Plant,0,0.00,62.83
203,8,Kamloops,0,0.00,-122.97
203,9,Castlegar,0,-1.60,-53839.21
203,10,Elkford,0,0.00,-74.87
204,1,Terrace,0,-0.01,-56.17
204,2,Vancouver,0,-0.01,-161.81
204,3,Mackenzie,0,-0.01,-130.13
204,4,Prince George,0,-0.01,155.23
204,5,Quesnel,0,-0.01,-9.17
204,6,Williams Lake,0,-0.01,-127.56
204,7,McMahon Gas Plant,0,-0.01,33.52
204,8,Kamloops,0,-0.01,-152.27
204,9,Castlegar,0,-1.61,-53868.53
204,10,Elkford,0,-0.01,-104.18
205,1,Terrace,0,0.00,-17.90
205,2,Vancouver,0,0.00,-130.04
205,3,Mackenzie,0,0.00,-98.36
205,4,Prince George,0,0.00,187.00
205,5,Quesnel,0,0.00,22.60
205,6,Williams Lake,0,0.00,-95.80
205,7,McMahon Gas Plant,0,0.00,65.29
205,8,Kamloops,0,0.00,-120.51
205,9,Castlegar,0,-1.60,-53836.76
205,10,Elkford,0,0.01,-72.42
206,1,Terrace,0,0.00,-17.90
206,2,Vancouver,0,0.00,-130.04
206,3,Mackenzie,0,0.00,-98.36
206,4,Prince George,0,0.00,187.00
206,5,Quesnel,0,0.00,22.60
206,6,Williams Lake,0,0.00,-95.80
206,7,McMahon Gas Plant,0,0.00,65.29
206,8,Kamloops,0,0.00,-120.51
206,9,Castlegar,0,-1.60,-53836.76
206,10,Elkford,0,0.01,-72.42
207,1,Terrace,0,-0.12,-397.50
207,2,Vancouver,0,-0.12,-509.64
207,3,Mackenzie,0,-0.12,-477.96
207,4,Prince George,0,-0.11,-192.60
207,5,Quesnel,0,-0.12,-357.00
207,6,Williams Lake,0,-0.11,-475.39
207,7,McMahon Gas Plant,0,-0.11,-314.31
207,8,Kamloops,0,-0.11,-500.11
207,9,Castlegar,0,-1.72,-54216.36
207,10,Elkford,0,-0.11,-452.01
208,1,Terrace,0,-0.18,-591.66
208,2,Vancouver,0,-0.18,-703.80
208,3,Mackenzie,0,-0.18,-672.12
208,4,Prince George,0,-0.17,-386.76
208,5,Quesnel,0,-0.18,-551.16
208,6,Williams Lake,0,-0.17,-669.55
208,7,McMahon Gas Plant,0,-0.17,-508.47
208,8,Kamloops,0,-0.17,-694.27
208,9,Castlegar,0,-1.78,-54410.52
208,10,Elkford,0,-0.17,-646.17
209,1,Terrace,0,0.07,197.01
209,2,Vancouver,0,0.06,84.87
209,3,Mackenzie,0,0.06,116.55
209,4,Prince George,0,0.07,401.90
209,5,Quesnel,0,0.07,237.50
209,6,Williams Lake,0,0.07,119.11
209,7,McMahon Gas Plant,0,0.07,280.20
209,8,Kamloops,0,0.07,94.40
209,9,Castlegar,0,-1.54,-53621.86
209,10,Elkford,0,0.07,142.49
210,1,Terrace,0,-0.01,-62.41
210,2,Vancouver,0,0.01,-90.57
210,3,Mackenzie,0,0.01,-58.89
210,4,Prince George,0,0.01,226.46
210,5,Quesnel,0,0.01,62.06
210,6,Williams Lake,0,0.02,-56.32
210,7,McMahon Gas Plant,0,0.02,104.76
210,8,Kamloops,0,0.02,-81.04
210,9,Castlegar,0,-1.59,-53797.28
210,10,Elkford,0,0.02,-32.94
211,1,Terrace,0,0.03,42.51
211,2,Vancouver,0,-0.02,-195.49
211,3,Mackenzie,0,-0.02,-163.81
211,4,Prince George,0,-0.02,121.54
211,5,Quesnel,0,-0.02,-42.85
211,6,Williams Lake,0,-0.02,-161.24
211,7,McMahon Gas Plant,0,-0.02,-0.16
211,8,Kamloops,0,-0.02,-185.96
211,9,Castlegar,0,-1.62,-53902.20
211,10,Elkford,0,-0.02,-137.86
212,1,Terrace,0,-0.04,-180.62
212,2,Vancouver,0,-0.05,-294.52
212,3,Mackenzie,0,-0.05,-262.84
212,4,Prince George,0,-0.05,22.52
212,5,Quesnel,0,-0.05,-141.87
212,6,Williams Lake,0,-0.05,-260.27
212,7,McMahon Gas Plant,0,-0.05,-99.19
212,8,Kamloops,0,-0.05,-284.99
212,9,Castlegar,0,-1.65,-54001.23
212,10,Elkford,0,-0.05,-236.89
213,1,Terrace,0,-0.05,-192.34
213,2,Vancouver,0,-0.05,-297.97
213,3,Mackenzie,0,-0.05,-266.29
213,4,Prince George,0,-0.05,19.07
213,5,Quesnel,0,-0.05,-145.33
213,6,Williams Lake,0,-0.05,-263.72
213,7,McMahon Gas Plant,0,-0.05,-102.64
213,8,Kamloops,0,-0.05,-288.44
213,9,Castlegar,0,-1.65,-54004.69
213,10,Elkford,0,-0.05,-240.34
214,1,Terrace,0,-0.01,-56.60
214,2,Vancouver,0,-0.01,-162.23
214,3,Mackenzie,0,0.00,-130.55
214,4,Prince George,0,-0.01,154.80
214,5,Quesnel,0,-0.01,-9.59
214,6,Williams Lake,0,-0.01,-127.99
214,7,McMahon Gas Plant,0,-0.01,33.10
214,8,Kamloops,0,-0.01,-152.70
214,9,Castlegar,0,-1.61,-53868.95
214,10,Elkford,0,-0.01,-104.61
215,1,Terrace,0,-0.02,-87.81
215,2,Vancouver,0,-0.02,-193.45
215,3,Mackenzie,0,-0.01,-161.77
215,4,Prince George,0,-0.02,123.59
215,5,Quesnel,0,-0.02,-40.80
215,6,Williams Lake,0,-0.02,-159.20
215,7,McMahon Gas Plant,0,-0.02,1.88
215,8,Kamloops,0,-0.02,-183.92
215,9,Castlegar,0,-1.62,-53900.16
215,10,Elkford,0,-0.02,-135.82
216,1,Terrace,0,0.05,147.71
216,2,Vancouver,0,0.06,42.07
216,3,Mackenzie,0,0.06,73.75
216,4,Prince George,0,0.05,359.11
216,5,Quesnel,0,0.06,194.71
216,6,Williams Lake,0,0.05,76.32
216,7,McMahon Gas Plant,0,0.05,237.40
216,8,Kamloops,0,0.05,51.60
216,9,Castlegar,0,-1.54,-53664.65
216,10,Elkford,0,0.05,99.70
217,1,Terrace,0,0.00,-5.10
217,2,Vancouver,0,0.01,-110.74
217,3,Mackenzie,0,0.01,-79.06
217,4,Prince George,0,0.01,206.30
217,5,Quesnel,0,0.01,41.90
217,6,Williams Lake,0,0.01,-76.49
217,7,McMahon Gas Plant,0,0.00,84.59
217,8,Kamloops,0,0.01,-101.21
217,9,Castlegar,0,-1.59,-53817.46
217,10,Elkford,0,0.00,-53.11
218,1,Terrace,0,-0.01,-64.02
218,2,Vancouver,0,-0.01,-169.66
218,3,Mackenzie,0,-0.01,-137.98
218,4,Prince George,0,-0.01,147.38
218,5,Quesnel,0,-0.02,-17.02
218,6,Williams Lake,0,-0.01,-135.41
218,7,McMahon Gas Plant,0,-0.01,25.67
218,8,Kamloops,0,-0.01,-160.12
218,9,Castlegar,0,-1.62,-53876.38
218,10,Elkford,0,-0.01,-112.03
219,1,Terrace,0,0.03,59.00
219,2,Vancouver,0,0.02,-46.63
219,3,Mackenzie,0,0.02,-14.95
219,4,Prince George,0,0.03,270.40
219,5,Quesnel,0,0.02,106.01
219,6,Williams Lake,0,0.03,-12.39
219,7,McMahon Gas Plant,0,0.03,148.70
219,8,Kamloops,0,0.03,-37.09
219,9,Castlegar,0,-1.58,-53753.35
219,10,Elkford,0,0.03,10.99
220,1,Terrace,0,0.00,-17.90
220,2,Vancouver,0,0.00,-130.04
220,3,Mackenzie,0,0.00,-98.36
220,4,Prince George,0,0.00,187.00
220,5,Quesnel,0,0.00,22.60
220,6,Williams Lake,0,0.00,-95.80
220,7,McMahon Gas Plant,0,0.00,65.29
220,8,Kamloops,0,0.00,-120.51
220,9,Castlegar,0,-1.60,-53836.76
220,10,Elkford,0,0.01,-72.42
221,1,Terrace,0,-0.01,-34.05
221,2,Vancouver,0,0.00,-146.20
221,3,Mackenzie,0,0.00,-114.52
221,4,Prince George,0,0.00,170.84
221,5,Quesnel,0,-0.01,6.45
221,6,Williams Lake,0,0.00,-111.95
221,7,McMahon Gas Plant,0,0.00,49.13
221,8,Kamloops,0,0.00,-136.67
221,9,Castlegar,0,-1.61,-53852.91
221,10,Elkford,0,0.00,-88.57
222,1,Terrace,0,-0.16,-519.05
222,2,Vancouver,0,-0.15,-631.19
222,3,Mackenzie,0,-0.15,-599.51
222,4,Prince George,0,-0.15,-314.15
222,5,Quesnel,0,-0.16,-478.54
222,6,Williams Lake,0,-0.15,-596.94
222,7,McMahon Gas Plant,0,-0.15,-435.86
222,8,Kamloops,0,-0.15,-621.66
222,9,Castlegar,0,-1.76,-54337.90
222,10,Elkford,0,-0.15,-573.56
223,1,Terrace,0,-0.01,-70.92
223,2,Vancouver,0,0.02,-82.06
223,3,Mackenzie,0,0.02,-50.38
223,4,Prince George,0,0.01,234.98
223,5,Quesnel,0,0.02,70.58
223,6,Williams Lake,0,0.01,-47.81
223,7,McMahon Gas Plant,0,0.01,113.27
223,8,Kamloops,0,0.01,-72.53
223,9,Castlegar,0,-1.58,-53788.78
223,10,Elkford,0,0.02,-24.44
224,1,Terrace,0,0.05,147.03
224,2,Vancouver,0,-0.05,-300.01
224,3,Mackenzie,0,-0.05,-268.33
224,4,Prince George,0,-0.05,17.03
224,5,Quesnel,0,-0.05,-147.36
224,6,Williams Lake,0,-0.05,-265.76
224,7,McMahon Gas Plant,0,-0.05,-104.68
224,8,Kamloops,0,-0.05,-290.48
224,9,Castlegar,0,-1.65,-54006.72
224,10,Elkford,0,-0.05,-242.38
225,1,Terrace,0,0.08,236.51
225,2,Vancouver,0,0.08,122.61
225,3,Mackenzie,0,0.08,154.29
225,4,Prince George,0,0.08,439.65
225,5,Quesnel,0,0.08,275.25
225,6,Williams Lake,0,0.08,156.86
225,7,McMahon Gas Plant,0,0.08,317.94
225,8,Kamloops,0,0.08,132.14
225,9,Castlegar,0,-1.52,-53584.10
225,10,Elkford,0,0.08,180.24
226,1,Terrace,0,0.10,309.58
226,2,Vancouver,0,0.11,195.68
226,3,Mackenzie,0,0.11,227.36
226,4,Prince George,0,0.10,512.72
226,5,Quesnel,0,0.10,348.33
226,6,Williams Lake,0,0.10,229.93
226,7,McMahon Gas Plant,0,0.10,391.01
226,8,Kamloops,0,0.10,205.21
226,9,Castlegar,0,-1.49,-53511.03
226,10,Elkford,0,0.10,253.31
227,1,Terrace,0,-0.01,-70.06
227,2,Vancouver,0,-0.02,-183.96
227,3,Mackenzie,0,-0.02,-152.28
227,4,Prince George,0,-0.01,133.08
227,5,Quesnel,0,-0.02,-31.32
227,6,Williams Lake,0,-0.01,-149.71
227,7,McMahon Gas Plant,0,-0.01,11.37
227,8,Kamloops,0,-0.01,-174.43
227,9,Castlegar,0,-1.62,-53890.68
227,10,Elkford,0,-0.01,-126.33
228,1,Terrace,0,0.01,-18.60
228,2,Vancouver,0,0.00,-132.50
228,3,Mackenzie,0,0.00,-100.82
228,4,Prince George,0,0.00,184.54
228,5,Quesnel,0,0.00,20.14
228,6,Williams Lake,0,0.00,-98.25
228,7,McMahon Gas Plant,0,0.00,62.83
228,8,Kamloops,0,0.00,-122.97
228,9,Castlegar,0,-1.60,-53839.21
228,10,Elkford,0,0.00,-74.87
229,1,Terrace,0,0.01,-18.60
229,2,Vancouver,0,0.00,-132.50
229,3,Mackenzie,0,0.00,-100.82
229,4,Prince George,0,0.00,184.54
229,5,Quesnel,0,0.00,20.14
229,6,Williams Lake,0,0.00,-98.25
229,7,McMahon Gas Plant,0,0.00,62.83
229,8,Kamloops,0,0.00,-122.97
229,9,Castlegar,0,-1.60,-53839.21
229,10,Elkford,0,0.00,-74.87
230,1,Terrace,0,0.01,-18.60
230,2,Vancouver,0,0.00,-132.50
230,3,Mackenzie,0,0.00,-100.82
230,4,Prince George,0,0.00,184.54
230,5,Quesnel,0,0.00,20.14
230,6,Williams Lake,0,0.00,-98.25
230,7,McMahon Gas Plant,0,0.00,62.83
230,8,Kamloops,0,0.00,-122.97
230,9,Castlegar,0,-1.60,-53839.21
230,10,Elkford,0,0.00,-74.87
231,1,Terrace,0,0.01,-18.60
231,2,Vancouver,0,0.00,-132.50
231,3,Mackenzie,0,0.00,-100.82
231,4,Prince George,0,0.00,184.54
231,5,Quesnel,0,0.00,20.14
231,6,Williams Lake,0,0.00,-98.25
231,7,McMahon Gas Plant,0,0.00,62.83
231,8,Kamloops,0,0.00,-122.97
231,9,Castlegar,0,-1.60,-53839.21
231,10,Elkford,0,0.00,-74.87
232,1,Terrace,0,-0.08,-270.81
232,2,Vancouver,0,-0.07,-376.44
232,3,Mackenzie,0,-0.07,-344.76
232,4,Prince George,0,-0.08,-59.41
232,5,Quesnel,0,-0.07,-223.80
232,6,Williams Lake,0,-0.08,-342.20
232,7,McMahon Gas Plant,0,-0.08,-181.11
232,8,Kamloops,0,-0.08,-366.91
232,9,Castlegar,0,-1.67,-54083.16
232,10,Elkford,0,-0.08,-318.82
233,1,Terrace,0,-0.06,-208.38
233,2,Vancouver,0,-0.05,-314.01
233,3,Mackenzie,0,-0.05,-282.33
233,4,Prince George,0,-0.06,3.03
233,5,Quesnel,0,-0.05,-161.37
233,6,Williams Lake,0,-0.06,-279.76
233,7,McMahon Gas Plant,0,-0.06,-118.68
233,8,Kamloops,0,-0.06,-304.48
233,9,Castlegar,0,-1.65,-54020.73
233,10,Elkford,0,-0.06,-256.38
234,1,Terrace,0,-0.04,-142.17
234,2,Vancouver,0,-0.04,-247.81
234,3,Mackenzie,0,-0.03,-216.13
234,4,Prince George,0,-0.03,69.23
234,5,Quesnel,0,-0.04,-95.16
234,6,Williams Lake,0,-0.03,-213.56
234,7,McMahon Gas Plant,0,-0.04,-52.48
234,8,Kamloops,0,-0.03,-238.28
234,9,Castlegar,0,-1.64,-53954.52
234,10,Elkford,0,-0.04,-190.18
235,1,Terrace,0,-0.01,-36.40
235,2,Vancouver,0,0.00,-142.03
235,3,Mackenzie,0,0.00,-110.35
235,4,Prince George,0,0.00,175.00
235,5,Quesnel,0,0.00,10.61
235,6,Williams Lake,0,0.00,-107.79
235,7,McMahon Gas Plant,0,-0.01,53.30
235,8,Kamloops,0,0.00,-132.50
235,9,Castlegar,0,-1.60,-53848.75
235,10,Elkford,0,-0.01,-84.41
236,1,Terrace,0,0.02,25.52
236,2,Vancouver,0,0.01,-80.12
236,3,Mackenzie,0,0.01,-48.44
236,4,Prince George,0,0.02,236.92
236,5,Quesnel,0,0.01,72.53
236,6,Williams Lake,0,0.02,-45.87
236,7,McMahon Gas Plant,0,0.02,115.21
236,8,Kamloops,0,0.02,-70.58
236,9,Castlegar,0,-1.59,-53786.83
236,10,Elkford,0,0.02,-22.49
237,1,Terrace,0,0.03,59.00
237,2,Vancouver,0,0.02,-46.63
237,3,Mackenzie,0,0.02,-14.95
237,4,Prince George,0,0.03,270.40
237,5,Quesnel,0,0.02,106.01
237,6,Williams Lake,0,0.03,-12.39
237,7,McMahon Gas Plant,0,0.03,148.70
237,8,Kamloops,0,0.03,-37.09
237,9,Castlegar,0,-1.58,-53753.35
237,10,Elkford,0,0.03,10.99
238,1,Terrace,0,0.00,-17.90
238,2,Vancouver,0,0.00,-130.04
238,3,Mackenzie,0,0.00,-98.36
238,4,Prince George,0,0.00,187.00
238,5,Quesnel,0,0.00,22.60
238,6,Williams Lake,0,0.00,-95.80
238,7,McMahon Gas Plant,0,0.00,65.29
238,8,Kamloops,0,0.00,-120.51
238,9,Castlegar,0,-1.60,-53836.76
238,10,Elkford,0,0.01,-72.42
239,1,Terrace,0,0.00,-17.90
239,2,Vancouver,0,0.00,-130.04
239,3,Mackenzie,0,0.00,-98.36
239,4,Prince George,0,0.00,187.00
239,5,Quesnel,0,0.00,22.60
239,6,Williams Lake,0,0.00,-95.80
239,7,McMahon Gas Plant,0,0.00,65.29
239,8,Kamloops,0,0.00,-120.51
239,9,Castlegar,0,-1.60,-53836.76
239,10,Elkford,0,0.01,-72.42
240,1,Terrace,0,-0.04,-137.86
240,2,Vancouver,0,-0.04,-250.00
240,3,Mackenzie,0,-0.04,-218.32
240,4,Prince George,0,-0.03,67.04
240,5,Quesnel,0,-0.04,-97.36
240,6,Williams Lake,0,-0.03,-215.75
240,7,McMahon Gas Plant,0,-0.03,-54.67
240,8,Kamloops,0,-0.03,-240.47
240,9,Castlegar,0,-1.64,-53956.72
240,10,Elkford,0,-0.03,-192.38
241,1,Terrace,0,-0.07,-226.89
241,2,Vancouver,0,-0.06,-339.03
241,3,Mackenzie,0,-0.06,-307.35
241,4,Prince George,0,-0.06,-21.99
241,5,Quesnel,0,-0.07,-186.38
241,6,Williams Lake,0,-0.06,-304.78
241,7,McMahon Gas Plant,0,-0.06,-143.70
241,8,Kamloops,0,-0.06,-329.50
241,9,Castlegar,0,-1.67,-54045.74
241,10,Elkford,0,-0.06,-281.40
242,1,Terrace,0,0.16,465.18
242,2,Vancouver,0,0.15,353.04
242,3,Mackenzie,0,0.15,384.72
242,4,Prince George,0,0.15,670.06
242,5,Quesnel,0,0.16,505.67
242,6,Williams Lake,0,0.15,387.28
242,7,McMahon Gas Plant,0,0.15,548.36
242,8,Kamloops,0,0.15,362.57
242,9,Castlegar,0,-1.45,-53353.69
242,10,Elkford,0,0.15,410.66
243,1,Terrace,0,0.06,179.94
243,2,Vancouver,0,0.07,66.04
243,3,Mackenzie,0,0.07,97.73
243,4,Prince George,0,0.06,383.08
243,5,Quesnel,0,0.06,218.69
243,6,Williams Lake,0,0.06,100.29
243,7,McMahon Gas Plant,0,0.06,261.37
243,8,Kamloops,0,0.06,75.57
243,9,Castlegar,0,-1.53,-53640.67
243,10,Elkford,0,0.06,123.67
244,1,Terrace,0,-0.05,-192.34
244,2,Vancouver,0,-0.05,-297.97
244,3,Mackenzie,0,-0.05,-266.29
244,4,Prince George,0,-0.05,19.07
244,5,Quesnel,0,-0.05,-145.33
244,6,Williams Lake,0,-0.05,-263.72
244,7,McMahon Gas Plant,0,-0.05,-102.64
244,8,Kamloops,0,-0.05,-288.44
244,9,Castlegar,0,-1.65,-54004.69
244,10,Elkford,0,-0.05,-240.34
245,1,Terrace,0,-0.05,-188.18
245,2,Vancouver,0,-0.05,-293.81
245,3,Mackenzie,0,-0.05,-262.13
245,4,Prince George,0,-0.05,23.22
245,5,Quesnel,0,-0.05,-141.17
245,6,Williams Lake,0,-0.05,-259.57
245,7,McMahon Gas Plant,0,-0.05,-98.49
245,8,Kamloops,0,-0.05,-284.28
245,9,Castlegar,0,-1.65,-54000.53
245,10,Elkford,0,-0.05,-236.19
246,1,Terrace,0,0.02,43.66
246,2,Vancouver,0,0.03,-61.98
246,3,Mackenzie,0,0.03,-30.30
246,4,Prince George,0,0.02,255.06
246,5,Quesnel,0,0.02,90.67
246,6,Williams Lake,0,0.02,-27.73
246,7,McMahon Gas Plant,0,0.02,133.35
246,8,Kamloops,0,0.02,-52.45
246,9,Castlegar,0,-1.58,-53768.69
246,10,Elkford,0,0.02,-4.35
247,1,Terrace,0,0.00,-17.90
247,2,Vancouver,0,0.00,-130.04
247,3,Mackenzie,0,0.00,-98.36
247,4,Prince George,0,0.00,187.00
247,5,Quesnel,0,0.00,22.60
247,6,Williams Lake,0,0.00,-95.80
247,7,McMahon Gas Plant,0,0.00,65.29
247,8,Kamloops,0,0.00,-120.51
247,9,Castlegar,0,-1.60,-53836.76
247,10,Elkford,0,0.01,-72.42
248,1,Terrace,0,0.00,-17.90
248,2,Vancouver,0,0.00,-130.04
248,3,Mackenzie,0,0.00,-98.36
248,4,Prince George,0,0.00,187.00
248,5,Quesnel,0,0.00,22.60
248,6,Williams Lake,0,0.00,-95.80
248,7,McMahon Gas Plant,0,0.00,65.29
248,8,Kamloops,0,0.00,-120.51
248,9,Castlegar,0,-1.60,-53836.76
248,10,Elkford,0,0.01,-72.42
250,1,Terrace,0,-0.08,-279.82
250,2,Vancouver,0,-0.08,-391.96
250,3,Mackenzie,0,-0.08,-360.28
250,4,Prince George,0,-0.08,-74.92
250,5,Quesnel,0,-0.08,-239.31
250,6,Williams Lake,0,-0.08,-357.71
250,7,McMahon Gas Plant,0,-0.08,-196.63
250,8,Kamloops,0,-0.08,-382.43
250,9,Castlegar,0,-1.68,-54098.67
250,10,Elkford,0,-0.08,-334.33
249,1,Terrace,0,-0.13,-447.42
249,2,Vancouver,0,-0.13,-559.56
249,3,Mackenzie,0,-0.13,-527.88
249,4,Prince George,0,-0.13,-242.52
249,5,Quesnel,0,-0.13,-406.92
249,6,Williams Lake,0,-0.13,-525.32
249,7,McMahon Gas Plant,0,-0.13,-364.23
249,8,Kamloops,0,-0.13,-550.03
249,9,Castlegar,0,-1.73,-54266.28
249,10,Elkford,0,-0.13,-501.94
251,1,Terrace,0,-0.09,-319.77
251,2,Vancouver,0,-0.09,-433.67
251,3,Mackenzie,0,-0.09,-401.99
251,4,Prince George,0,-0.09,-116.63
251,5,Quesnel,0,-0.10,-281.03
251,6,Williams Lake,0,-0.09,-399.42
251,7,McMahon Gas Plant,0,-0.09,-238.34
251,8,Kamloops,0,-0.09,-424.14
251,9,Castlegar,0,-1.70,-54140.39
251,10,Elkford,0,-0.09,-376.05
252,1,Terrace,0,-0.05,-202.32
252,2,Vancouver,0,-0.06,-316.22
252,3,Mackenzie,0,-0.06,-284.54
252,4,Prince George,0,-0.05,0.82
252,5,Quesnel,0,-0.06,-163.58
252,6,Williams Lake,0,-0.05,-281.97
252,7,McMahon Gas Plant,0,-0.05,-120.89
252,8,Kamloops,0,-0.05,-306.69
252,9,Castlegar,0,-1.66,-54022.93
252,10,Elkford,0,-0.05,-258.59
253,1,Terrace,0,-0.01,-74.54
253,2,Vancouver,0,-0.02,-188.43
253,3,Mackenzie,0,-0.02,-156.75
253,4,Prince George,0,-0.02,128.60
253,5,Quesnel,0,-0.02,-35.79
253,6,Williams Lake,0,-0.02,-154.19
253,7,McMahon Gas Plant,0,-0.01,6.90
253,8,Kamloops,0,-0.01,-178.90
253,9,Castlegar,0,-1.62,-53895.15
253,10,Elkford,0,-0.01,-130.81
254,1,Terrace,0,0.01,-18.60
254,2,Vancouver,0,0.00,-132.50
254,3,Mackenzie,0,0.00,-100.82
254,4,Prince George,0,0.00,184.54
254,5,Quesnel,0,0.00,20.14
254,6,Williams Lake,0,0.00,-98.25
254,7,McMahon Gas Plant,0,0.00,62.83
254,8,Kamloops,0,0.00,-122.97
254,9,Castlegar,0,-1.60,-53839.21
254,10,Elkford,0,0.00,-74.87
255,1,Terrace,0,-0.05,-192.34
255,2,Vancouver,0,-0.05,-297.97
255,3,Mackenzie,0,-0.05,-266.29
255,4,Prince George,0,-0.05,19.07
255,5,Quesnel,0,-0.05,-145.33
255,6,Williams Lake,0,-0.05,-263.72
255,7,McMahon Gas Plant,0,-0.05,-102.64
255,8,Kamloops,0,-0.05,-288.44
255,9,Castlegar,0,-1.65,-54004.69
255,10,Elkford,0,-0.05,-240.34
256,1,Terrace,0,-0.05,-192.34
256,2,Vancouver,0,-0.05,-297.97
256,3,Mackenzie,0,-0.05,-266.29
256,4,Prince George,0,-0.05,19.07
256,5,Quesnel,0,-0.05,-145.33
256,6,Williams Lake,0,-0.05,-263.72
256,7,McMahon Gas Plant,0,-0.05,-102.64
256,8,Kamloops,0,-0.05,-288.44
256,9,Castlegar,0,-1.65,-54004.69
256,10,Elkford,0,-0.05,-240.34
257,1,Terrace,0,0.00,-17.90
257,2,Vancouver,0,0.00,-130.04
257,3,Mackenzie,0,0.00,-98.36
257,4,Prince George,0,0.00,187.00
257,5,Quesnel,0,0.00,22.60
257,6,Williams Lake,0,0.00,-95.80
257,7,McMahon Gas Plant,0,0.00,65.29
257,8,Kamloops,0,0.00,-120.51
257,9,Castlegar,0,-1.60,-53836.76
257,10,Elkford,0,0.01,-72.42
258,1,Terrace,0,0.00,-29.24
258,2,Vancouver,0,0.00,-141.38
258,3,Mackenzie,0,0.00,-109.70
258,4,Prince George,0,0.00,175.65
258,5,Quesnel,0,-0.01,11.26
258,6,Williams Lake,0,0.00,-107.14
258,7,McMahon Gas Plant,0,0.00,53.95
258,8,Kamloops,0,0.00,-131.85
258,9,Castlegar,0,-1.60,-53848.10
258,10,Elkford,0,0.00,-83.76
259,1,Terrace,0,-0.08,-282.13
259,2,Vancouver,0,-0.08,-394.27
259,3,Mackenzie,0,-0.08,-362.59
259,4,Prince George,0,-0.08,-77.23
259,5,Quesnel,0,-0.08,-241.63
259,6,Williams Lake,0,-0.08,-360.02
259,7,McMahon Gas Plant,0,-0.08,-198.94
259,8,Kamloops,0,-0.08,-384.74
259,9,Castlegar,0,-1.68,-54100.99
259,10,Elkford,0,-0.08,-336.64
260,1,Terrace,0,0.16,476.77
260,2,Vancouver,0,0.15,364.62
260,3,Mackenzie,0,0.15,396.31
260,4,Prince George,0,0.15,681.65
260,5,Quesnel,0,0.16,517.26
260,6,Williams Lake,0,0.15,398.87
260,7,McMahon Gas Plant,0,0.16,559.95
260,8,Kamloops,0,0.15,374.15
260,9,Castlegar,0,-1.45,-53342.10
