origin_id_pg,destination_id,destination_name,rank_diff,cost_diff,length_diff
413,5,Quesnel,0,-0.01,-156.08
413,6,Williams Lake,0,-0.01,-25.94
413,7,McMahon Gas Plant,0,-0.02,-436.85
413,8,Kamloops,0,-0.01,-56.10
413,9,Castlegar,0,-1.84,-55190.85
413,10,Elkford,0,-0.01,-12.67
414,1,Terrace,0,-5.79,88525.34
414,2,Vancouver,0,0.01,8.96
414,3,Mackenzie,0,0.01,-525.68
414,4,Prince George,0,0.01,-239.08
414,5,Quesnel,0,0.01,-81.26
414,6,Williams Lake,0,0.01,48.88
414,7,McMahon Gas Plant,0,0.01,-362.03
414,8,Kamloops,0,0.01,18.72
414,9,Castlegar,0,-1.82,-55116.02
414,10,Elkford,0,0.01,62.15
415,1,Terrace,0,-5.76,88621.21
415,2,Vancouver,0,0.04,104.83
415,3,Mackenzie,0,0.04,-429.80
415,4,Prince George,0,0.04,-143.20
415,5,Quesnel,0,0.04,14.61
415,6,Williams Lake,0,0.04,144.76
415,7,McMahon Gas Plant,0,0.04,-266.15
415,8,Kamloops,0,0.04,114.59
415,9,Castlegar,0,-1.79,-55020.15
415,10,Elkford,0,0.04,158.02
416,1,Terrace,0,-5.75,88657.80
416,2,Vancouver,0,0.05,141.42
416,3,Mackenzie,0,0.06,-393.21
416,4,Prince George,0,0.05,-106.61
416,5,Quesnel,0,0.05,51.20
416,6,Williams Lake,0,0.05,181.35
416,7,McMahon Gas Plant,0,0.05,-229.56
416,8,Kamloops,0,0.06,151.18
416,9,Castlegar,0,-1.78,-54983.56
416,10,Elkford,0,0.05,194.61
417,1,Terrace,0,-5.76,88630.08
417,2,Vancouver,0,0.04,113.71
417,3,Mackenzie,0,0.05,-420.93
417,4,Prince George,0,0.04,-134.33
417,5,Quesnel,0,0.04,23.49
417,6,Williams Lake,0,0.04,153.63
417,7,McMahon Gas Plant,0,0.04,-257.28
417,8,Kamloops,0,0.05,123.46
417,9,Castlegar,0,-1.78,-55011.28
417,10,Elkford,0,0.04,166.89
418,1,Terrace,0,-5.88,88230.04
418,2,Vancouver,0,-0.08,-286.34
418,3,Mackenzie,0,-0.08,-820.97
418,4,Prince George,0,-0.08,-534.37
418,5,Quesnel,0,-0.08,-376.55
418,6,Williams Lake,0,-0.09,-246.40
418,7,McMahon Gas Plant,0,-0.08,-657.31
418,8,Kamloops,0,-0.08,-276.57
418,9,Castlegar,0,-1.91,-55411.32
418,10,Elkford,0,-0.08,-233.15
419,1,Terrace,0,-5.87,88261.20
419,2,Vancouver,0,-0.07,-255.18
419,3,Mackenzie,0,-0.07,-789.82
419,4,Prince George,0,-0.07,-503.22
419,5,Quesnel,0,-0.08,-345.39
419,6,Williams Lake,0,-0.08,-215.25
419,7,McMahon Gas Plant,0,-0.07,-626.16
419,8,Kamloops,0,-0.07,-245.41
419,9,Castlegar,0,-1.90,-55380.17
419,10,Elkford,0,-0.07,-201.99
420,1,Terrace,0,-5.77,88596.13
420,2,Vancouver,0,0.03,79.75
420,3,Mackenzie,0,0.04,-454.89
420,4,Prince George,0,0.03,-168.29
420,5,Quesnel,0,0.03,-10.47
420,6,Williams Lake,0,0.03,119.67
420,7,McMahon Gas Plant,0,0.03,-291.24
420,8,Kamloops,0,0.04,89.50
420,9,Castlegar,0,-1.80,-55045.24
420,10,Elkford,0,0.03,132.94
421,1,Terrace,0,-5.82,88421.64
421,2,Vancouver,0,-0.02,-94.74
421,3,Mackenzie,0,-0.02,-629.37
421,4,Prince George,0,-0.02,-342.77
421,5,Quesnel,0,-0.03,-184.96
421,6,Williams Lake,0,-0.03,-54.80
421,7,McMahon Gas Plant,0,-0.02,-465.73
421,8,Kamloops,0,-0.02,-84.98
421,9,Castlegar,0,-1.85,-55219.72
421,10,Elkford,0,-0.02,-41.55
422,1,Terrace,0,-5.81,88437.21
422,2,Vancouver,0,-0.01,-79.17
422,3,Mackenzie,0,-0.02,-613.80
422,4,Prince George,0,-0.01,-327.20
422,5,Quesnel,0,-0.02,-169.39
422,6,Williams Lake,0,-0.02,-39.23
422,7,McMahon Gas Plant,0,-0.01,-450.16
422,8,Kamloops,0,-0.02,-69.41
422,9,Castlegar,0,-1.85,-55204.15
422,10,Elkford,0,-0.01,-25.98
423,1,Terrace,0,-5.72,88735.15
423,2,Vancouver,0,0.08,218.77
423,3,Mackenzie,0,0.08,-315.87
423,4,Prince George,0,0.07,-29.27
423,5,Quesnel,0,0.08,128.55
423,6,Williams Lake,0,0.08,258.69
423,7,McMahon Gas Plant,0,0.07,-152.22
423,8,Kamloops,0,0.08,228.53
423,9,Castlegar,0,-1.75,-54906.21
423,10,Elkford,0,0.07,271.96
424,1,Terrace,0,-5.69,88831.06
424,2,Vancouver,0,0.10,314.68
424,3,Mackenzie,0,0.11,-219.96
424,4,Prince George,0,0.10,66.64
424,5,Quesnel,0,0.11,224.46
424,6,Williams Lake,0,0.11,354.60
424,7,McMahon Gas Plant,0,0.10,-56.31
424,8,Kamloops,0,0.11,324.43
424,9,Castlegar,0,-1.72,-54810.31
424,10,Elkford,0,0.10,367.87
425,1,Terrace,0,-6.05,87663.88
425,2,Vancouver,0,-0.25,-852.50
425,3,Mackenzie,0,-0.26,-1387.14
425,4,Prince George,0,-0.25,-1100.54
425,5,Quesnel,0,-0.26,-942.72
425,6,Williams Lake,0,-0.26,-812.57
425,7,McMahon Gas Plant,0,-0.25,-1223.49
425,8,Kamloops,0,-0.26,-842.75
425,9,Castlegar,0,-2.09,-55977.49
425,10,Elkford,0,-0.25,-799.31
426,1,Terrace,0,-6.05,87674.52
426,2,Vancouver,0,-0.25,-841.86
426,3,Mackenzie,0,-0.25,-1376.49
426,4,Prince George,0,-0.25,-1089.89
426,5,Quesnel,0,-0.26,-932.08
426,6,Williams Lake,0,-0.26,-801.92
426,7,McMahon Gas Plant,0,-0.25,-1212.84
426,8,Kamloops,0,-0.25,-832.10
426,9,Castlegar,0,-2.08,-55966.84
426,10,Elkford,0,-0.25,-788.67
427,1,Terrace,0,-5.80,88495.67
427,2,Vancouver,0,0.00,-20.72
427,3,Mackenzie,0,0.00,-555.34
427,4,Prince George,0,0.00,-268.75
427,5,Quesnel,0,0.00,-110.93
427,6,Williams Lake,0,0.00,19.22
427,7,McMahon Gas Plant,0,0.00,-391.70
427,8,Kamloops,0,0.00,-10.95
427,9,Castlegar,0,-1.82,-55145.70
427,10,Elkford,0,0.00,32.47
428,1,Terrace,0,-5.80,88492.93
428,2,Vancouver,0,0.00,-23.45
428,3,Mackenzie,0,0.00,-558.08
428,4,Prince George,0,0.00,-271.48
428,5,Quesnel,0,0.00,-113.67
428,6,Williams Lake,0,0.00,16.48
428,7,McMahon Gas Plant,0,0.00,-394.43
428,8,Kamloops,0,0.01,-13.69
428,9,Castlegar,0,-1.83,-55148.43
428,10,Elkford,0,0.00,29.74
429,1,Terrace,0,-5.56,89254.60
429,2,Vancouver,0,0.24,738.21
429,3,Mackenzie,0,0.23,203.59
429,4,Prince George,0,0.24,490.18
429,5,Quesnel,0,0.24,648.00
429,6,Williams Lake,0,0.24,778.15
429,7,McMahon Gas Plant,0,0.24,367.24
429,8,Kamloops,0,0.23,747.98
429,9,Castlegar,0,-1.59,-54386.77
429,10,Elkford,0,0.24,791.40
430,1,Terrace,0,-6.00,87840.19
430,2,Vancouver,0,-0.20,-676.19
430,3,Mackenzie,0,-0.20,-1210.83
430,4,Prince George,0,-0.20,-924.23
430,5,Quesnel,0,-0.21,-766.41
430,6,Williams Lake,0,-0.21,-636.26
430,7,McMahon Gas Plant,0,-0.20,-1047.18
430,8,Kamloops,0,-0.20,-666.43
430,9,Castlegar,0,-2.03,-55801.17
430,10,Elkford,0,-0.20,-623.00
431,1,Terrace,0,-5.75,88645.95
431,2,Vancouver,0,0.05,129.57
431,3,Mackenzie,0,0.05,-405.07
431,4,Prince George,0,0.05,-118.47
431,5,Quesnel,0,0.04,39.35
431,6,Williams Lake,0,0.04,169.50
431,7,McMahon Gas Plant,0,0.05,-241.42
431,8,Kamloops,0,0.05,139.33
431,9,Castlegar,0,-1.78,-54995.41
431,10,Elkford,0,0.05,182.76
432,1,Terrace,0,-5.72,88739.04
432,2,Vancouver,0,0.08,222.66
432,3,Mackenzie,0,0.08,-311.97
432,4,Prince George,0,0.08,-25.37
432,5,Quesnel,0,0.07,132.45
432,6,Williams Lake,0,0.07,262.60
432,7,McMahon Gas Plant,0,0.08,-148.32
432,8,Kamloops,0,0.08,232.42
432,9,Castlegar,0,-1.76,-54902.32
432,10,Elkford,0,0.08,275.85
433,1,Terrace,0,-5.77,88596.64
433,2,Vancouver,0,0.03,80.26
433,3,Mackenzie,0,0.04,-454.38
433,4,Prince George,0,0.03,-167.78
433,5,Quesnel,0,0.03,-9.96
433,6,Williams Lake,0,0.03,120.18
433,7,McMahon Gas Plant,0,0.03,-290.73
433,8,Kamloops,0,0.04,90.02
433,9,Castlegar,0,-1.79,-55044.72
433,10,Elkford,0,0.03,133.45
434,1,Terrace,0,-5.77,88596.64
434,2,Vancouver,0,0.03,80.26
434,3,Mackenzie,0,0.04,-454.38
434,4,Prince George,0,0.03,-167.78
434,5,Quesnel,0,0.03,-9.96
434,6,Williams Lake,0,0.03,120.18
434,7,McMahon Gas Plant,0,0.03,-290.73
434,8,Kamloops,0,0.04,90.02
434,9,Castlegar,0,-1.79,-55044.72
434,10,Elkford,0,0.03,133.45
435,1,Terrace,0,-5.77,88599.38
435,2,Vancouver,0,0.03,83.00
435,3,Mackenzie,0,0.04,-451.64
435,4,Prince George,0,0.03,-165.04
435,5,Quesnel,0,0.03,-7.22
435,6,Williams Lake,0,0.03,122.92
435,7,McMahon Gas Plant,0,0.03,-287.99
435,8,Kamloops,0,0.04,92.75
435,9,Castlegar,0,-1.79,-55041.99
435,10,Elkford,0,0.03,136.18
436,1,Terrace,0,-5.83,88380.62
436,2,Vancouver,0,-0.03,-135.76
436,3,Mackenzie,0,-0.03,-670.40
436,4,Prince George,0,-0.03,-383.80
436,5,Quesnel,0,-0.04,-225.98
436,6,Williams Lake,0,-0.04,-95.83
436,7,McMahon Gas Plant,0,-0.03,-506.75
436,8,Kamloops,0,-0.03,-126.01
436,9,Castlegar,0,-1.87,-55260.75
436,10,Elkford,0,-0.03,-82.58
437,1,Terrace,0,-6.02,87755.71
437,2,Vancouver,0,-0.22,-760.67
437,3,Mackenzie,0,-0.23,-1295.31
437,4,Prince George,0,-0.22,-1008.71
437,5,Quesnel,0,-0.23,-850.89
437,6,Williams Lake,0,-0.23,-720.74
437,7,McMahon Gas Plant,0,-0.22,-1131.66
437,8,Kamloops,0,-0.23,-750.92
437,9,Castlegar,0,-2.06,-55885.66
437,10,Elkford,0,-0.22,-707.48
438,1,Terrace,0,-5.92,88099.15
438,2,Vancouver,0,-0.12,-417.23
438,3,Mackenzie,0,-0.12,-951.87
438,4,Prince George,0,-0.12,-665.27
438,5,Quesnel,0,-0.13,-507.45
438,6,Williams Lake,0,-0.13,-377.30
438,7,McMahon Gas Plant,0,-0.12,-788.22
438,8,Kamloops,0,-0.12,-407.47
438,9,Castlegar,0,-1.95,-55542.22
438,10,Elkford,0,-0.12,-364.04
439,1,Terrace,0,-5.78,88527.22
439,2,Vancouver,0,0.02,10.84
439,3,Mackenzie,0,0.01,-523.80
439,4,Prince George,0,0.02,-237.20
439,5,Quesnel,0,0.01,-79.38
439,6,Williams Lake,0,0.01,50.77
439,7,McMahon Gas Plant,0,0.01,-360.15
439,8,Kamloops,0,0.01,20.59
439,9,Castlegar,0,-1.82,-55114.15
439,10,Elkford,0,0.02,64.02
440,1,Terrace,0,-5.86,88299.15
440,2,Vancouver,0,-0.06,-217.23
440,3,Mackenzie,0,-0.06,-751.86
440,4,Prince George,0,-0.06,-465.26
440,5,Quesnel,0,-0.06,-307.45
440,6,Williams Lake,0,-0.06,-177.30
440,7,McMahon Gas Plant,0,-0.06,-588.21
440,8,Kamloops,0,-0.06,-207.47
440,9,Castlegar,0,-1.88,-55342.22
440,10,Elkford,0,-0.06,-164.04
441,1,Terrace,0,-5.57,89224.13
441,2,Vancouver,0,0.23,707.74
441,3,Mackenzie,0,0.22,173.11
441,4,Prince George,0,0.23,459.70
441,5,Quesnel,0,0.23,617.53
441,6,Williams Lake,0,0.23,747.67
441,7,McMahon Gas Plant,0,0.23,336.76
441,8,Kamloops,0,0.22,717.51
441,9,Castlegar,0,-1.60,-54417.24
441,10,Elkford,0,0.23,760.93
442,1,Terrace,0,-5.86,88299.15
442,2,Vancouver,0,-0.06,-217.23
442,3,Mackenzie,0,-0.06,-751.86
442,4,Prince George,0,-0.06,-465.26
442,5,Quesnel,0,-0.06,-307.45
442,6,Williams Lake,0,-0.06,-177.30
442,7,McMahon Gas Plant,0,-0.06,-588.21
442,8,Kamloops,0,-0.06,-207.47
442,9,Castlegar,0,-1.88,-55342.22
442,10,Elkford,0,-0.06,-164.04
443,1,Terrace,0,-5.82,88399.81
443,2,Vancouver,0,-0.02,-116.57
443,3,Mackenzie,0,-0.03,-651.21
443,4,Prince George,0,-0.03,-364.61
443,5,Quesnel,0,-0.03,-206.79
443,6,Williams Lake,0,-0.02,-76.65
443,7,McMahon Gas Plant,0,-0.03,-487.56
443,8,Kamloops,0,-0.03,-106.81
443,9,Castlegar,0,-1.85,-55241.56
443,10,Elkford,0,-0.03,-63.38
444,1,Terrace,0,-5.78,88565.41
444,2,Vancouver,0,0.02,49.02
444,3,Mackenzie,0,0.02,-485.61
444,4,Prince George,0,0.02,-199.02
444,5,Quesnel,0,0.03,-41.19
444,6,Williams Lake,0,0.03,88.95
444,7,McMahon Gas Plant,0,0.02,-321.96
444,8,Kamloops,0,0.02,58.78
444,9,Castlegar,0,-1.80,-55075.97
444,10,Elkford,0,0.02,102.21
445,1,Terrace,0,-5.75,88643.66
445,2,Vancouver,0,0.05,127.27
445,3,Mackenzie,0,0.04,-407.35
445,4,Prince George,0,0.05,-120.77
445,5,Quesnel,0,0.05,37.06
445,6,Williams Lake,0,0.05,167.21
445,7,McMahon Gas Plant,0,0.05,-243.71
445,8,Kamloops,0,0.04,137.04
445,9,Castlegar,0,-1.78,-54997.71
445,10,Elkford,0,0.05,180.46
446,1,Terrace,0,-5.73,88709.12
446,2,Vancouver,0,0.07,192.73
446,3,Mackenzie,0,0.06,-341.90
446,4,Prince George,0,0.07,-55.31
446,5,Quesnel,0,0.07,102.52
446,6,Williams Lake,0,0.07,232.66
446,7,McMahon Gas Plant,0,0.07,-178.25
446,8,Kamloops,0,0.06,202.50
446,9,Castlegar,0,-1.76,-54932.25
446,10,Elkford,0,0.07,245.92
447,1,Terrace,0,-5.71,88773.92
447,2,Vancouver,0,0.09,257.53
447,3,Mackenzie,0,0.08,-277.10
447,4,Prince George,0,0.09,9.49
447,5,Quesnel,0,0.09,167.32
447,6,Williams Lake,0,0.09,297.46
447,7,McMahon Gas Plant,0,0.09,-113.45
447,8,Kamloops,0,0.08,267.30
447,9,Castlegar,0,-1.74,-54867.46
447,10,Elkford,0,0.09,310.72
448,1,Terrace,0,-5.65,88984.04
448,2,Vancouver,0,0.15,467.65
448,3,Mackenzie,0,0.15,-66.97
448,4,Prince George,0,0.15,219.62
448,5,Quesnel,0,0.16,377.44
448,6,Williams Lake,0,0.15,507.59
448,7,McMahon Gas Plant,0,0.15,96.68
448,8,Kamloops,0,0.15,477.42
448,9,Castlegar,0,-1.67,-54657.33
448,10,Elkford,0,0.15,520.84
449,1,Terrace,0,-5.62,89052.65
449,2,Vancouver,0,0.18,536.26
449,3,Mackenzie,0,0.17,1.64
449,4,Prince George,0,0.17,288.22
449,5,Quesnel,0,0.18,446.05
449,6,Williams Lake,0,0.18,576.20
449,7,McMahon Gas Plant,0,0.17,165.28
449,8,Kamloops,0,0.17,546.03
449,9,Castlegar,0,-1.65,-54588.72
449,10,Elkford,0,0.17,589.45
450,1,Terrace,0,-5.57,89212.08
450,2,Vancouver,0,0.22,695.69
450,3,Mackenzie,0,0.22,161.06
450,4,Prince George,0,0.22,447.65
450,5,Quesnel,0,0.23,605.48
450,6,Williams Lake,0,0.23,735.62
450,7,McMahon Gas Plant,0,0.22,324.71
450,8,Kamloops,0,0.22,705.45
450,9,Castlegar,0,-1.60,-54429.30
450,10,Elkford,0,0.22,748.87
451,1,Terrace,0,-6.01,87789.50
451,2,Vancouver,0,-0.21,-726.88
451,3,Mackenzie,0,-0.22,-1261.51
451,4,Prince George,0,-0.21,-974.91
451,5,Quesnel,0,-0.22,-817.10
451,6,Williams Lake,0,-0.22,-686.94
451,7,McMahon Gas Plant,0,-0.21,-1097.87
451,8,Kamloops,0,-0.22,-717.12
451,9,Castlegar,0,-2.05,-55851.86
451,10,Elkford,0,-0.21,-673.69
452,1,Terrace,0,-5.96,87951.28
452,2,Vancouver,0,-0.16,-565.10
452,3,Mackenzie,0,-0.17,-1099.74
452,4,Prince George,0,-0.16,-813.14
452,5,Quesnel,0,-0.17,-655.32
452,6,Williams Lake,0,-0.17,-525.17
452,7,McMahon Gas Plant,0,-0.16,-936.09
452,8,Kamloops,0,-0.17,-555.34
452,9,Castlegar,0,-2.00,-55690.08
452,10,Elkford,0,-0.16,-511.91
453,1,Terrace,0,-5.90,88147.30
453,2,Vancouver,0,-0.10,-369.08
453,3,Mackenzie,0,-0.11,-903.71
453,4,Prince George,0,-0.10,-617.11
453,5,Quesnel,0,-0.11,-459.30
453,6,Williams Lake,0,-0.11,-329.14
453,7,McMahon Gas Plant,0,-0.10,-740.06
453,8,Kamloops,0,-0.11,-359.32
453,9,Castlegar,0,-1.94,-55494.06
453,10,Elkford,0,-0.10,-315.89
454,1,Terrace,0,-5.72,88743.65
454,2,Vancouver,0,0.08,227.26
454,3,Mackenzie,0,0.07,-307.37
454,4,Prince George,0,0.08,-20.78
454,5,Quesnel,0,0.08,137.05
454,6,Williams Lake,0,0.08,267.19
454,7,McMahon Gas Plant,0,0.08,-143.72
454,8,Kamloops,0,0.08,237.02
454,9,Castlegar,0,-1.75,-54897.73
454,10,Elkford,0,0.08,280.44
455,1,Terrace,0,-5.65,88969.92
455,2,Vancouver,0,0.15,453.53
455,3,Mackenzie,0,0.14,-81.10
455,4,Prince George,0,0.15,205.49
455,5,Quesnel,0,0.15,363.32
455,6,Williams Lake,0,0.15,493.46
455,7,McMahon Gas Plant,0,0.15,82.55
455,8,Kamloops,0,0.15,463.29
455,9,Castlegar,0,-1.68,-54671.46
455,10,Elkford,0,0.15,506.72
456,1,Terrace,0,-5.59,89150.56
456,2,Vancouver,0,0.21,634.17
456,3,Mackenzie,0,0.20,99.55
456,4,Prince George,0,0.20,386.14
456,5,Quesnel,0,0.21,543.96
456,6,Williams Lake,0,0.21,674.11
456,7,McMahon Gas Plant,0,0.20,263.20
456,8,Kamloops,0,0.20,643.94
456,9,Castlegar,0,-1.62,-54490.81
456,10,Elkford,0,0.20,687.36
457,1,Terrace,0,-5.99,87844.67
457,2,Vancouver,0,-0.20,-671.71
457,3,Mackenzie,0,-0.20,-1206.34
457,4,Prince George,0,-0.20,-919.74
457,5,Quesnel,0,-0.20,-761.93
457,6,Williams Lake,0,-0.20,-631.77
457,7,McMahon Gas Plant,0,-0.20,-1042.70
457,8,Kamloops,0,-0.20,-661.95
457,9,Castlegar,0,-2.03,-55796.69
457,10,Elkford,0,-0.20,-618.52
458,1,Terrace,0,-5.93,88055.78
458,2,Vancouver,0,-0.13,-460.60
458,3,Mackenzie,0,-0.14,-995.24
458,4,Prince George,0,-0.13,-708.64
458,5,Quesnel,0,-0.14,-550.82
458,6,Williams Lake,0,-0.14,-420.67
458,7,McMahon Gas Plant,0,-0.13,-831.59
458,8,Kamloops,0,-0.13,-450.84
458,9,Castlegar,0,-1.97,-55585.58
458,10,Elkford,0,-0.13,-407.41
459,1,Terrace,0,-5.79,88539.05
459,2,Vancouver,0,0.01,22.67
459,3,Mackenzie,0,0.02,-511.97
459,4,Prince George,0,0.01,-225.38
459,5,Quesnel,0,0.02,-67.55
459,6,Williams Lake,0,0.01,62.59
459,7,McMahon Gas Plant,0,0.01,-348.32
459,8,Kamloops,0,0.02,32.42
459,9,Castlegar,0,-1.81,-55102.33
459,10,Elkford,0,0.01,75.84
460,1,Terrace,0,-5.69,88854.54
460,2,Vancouver,0,0.11,338.16
460,3,Mackenzie,0,0.12,-196.47
460,4,Prince George,0,0.11,90.12
460,5,Quesnel,0,0.11,247.94
460,6,Williams Lake,0,0.11,378.09
460,7,McMahon Gas Plant,0,0.11,-32.82
460,8,Kamloops,0,0.12,347.92
460,9,Castlegar,0,-1.72,-54786.83
460,10,Elkford,0,0.11,391.34
461,1,Terrace,0,-5.73,88725.44
461,2,Vancouver,0,0.07,209.06
461,3,Mackenzie,0,0.08,-325.58
461,4,Prince George,0,0.07,-38.99
461,5,Quesnel,0,0.07,118.84
461,6,Williams Lake,0,0.07,248.98
461,7,McMahon Gas Plant,0,0.07,-161.93
461,8,Kamloops,0,0.08,218.82
461,9,Castlegar,0,-1.76,-54915.93
461,10,Elkford,0,0.07,262.24
462,1,Terrace,0,-5.62,89053.66
462,2,Vancouver,0,0.18,537.27
462,3,Mackenzie,0,0.17,2.65
462,4,Prince George,0,0.17,289.24
462,5,Quesnel,0,0.18,447.07
462,6,Williams Lake,0,0.18,577.21
462,7,McMahon Gas Plant,0,0.17,166.30
462,8,Kamloops,0,0.17,547.04
462,9,Castlegar,0,-1.65,-54587.71
462,10,Elkford,0,0.17,590.46
,1,,,,
,2,,,,
,3,,,,
,4,,,,
,5,,,,
,6,,,,
,7,,,,
,8,,,,
,9,,,,
,10,,,,
464,1,Terrace,0,-17.70,266830.29
464,2,Vancouver,-1,-2.08,17954.35
464,3,Mackenzie,0,0.00,-576.54
464,4,Prince George,0,0.00,-289.95
464,5,Quesnel,1,0.00,-132.12
464,6,Williams Lake,0,0.00,-1.98
464,7,McMahon Gas Plant,0,0.00,-412.89
464,8,Kamloops,0,0.00,6.03
464,9,Castlegar,0,-0.35,-22045.45
464,10,Elkford,0,0.00,3.81
465,1,Terrace,0,-17.70,266830.29
465,2,Vancouver,-1,-2.08,17954.35
465,3,Mackenzie,0,0.00,-576.54
465,4,Prince George,0,0.00,-289.95
465,5,Quesnel,1,0.00,-132.12
465,6,Williams Lake,0,0.00,-1.98
465,7,McMahon Gas Plant,0,0.00,-412.89
465,8,Kamloops,0,0.00,6.03
465,9,Castlegar,0,-0.35,-22045.45
465,10,Elkford,0,0.00,3.81
466,1,Terrace,0,-17.70,266830.29
466,2,Vancouver,-1,-2.08,17954.35
466,3,Mackenzie,0,0.00,-576.54
466,4,Prince George,0,0.00,-289.95
466,5,Quesnel,1,0.00,-132.12
466,6,Williams Lake,0,0.00,-1.98
466,7,McMahon Gas Plant,0,0.00,-412.89
466,8,Kamloops,0,0.00,6.03
466,9,Castlegar,0,-0.35,-22045.45
466,10,Elkford,0,0.00,3.81
467,1,Terrace,0,-17.52,267413.59
467,2,Vancouver,-1,-1.91,18537.65
467,3,Mackenzie,0,0.18,6.76
467,4,Prince George,0,0.19,293.35
467,5,Quesnel,1,0.18,451.18
467,6,Williams Lake,0,0.18,581.32
467,7,McMahon Gas Plant,0,0.18,170.41
467,8,Kamloops,0,0.18,589.33
467,9,Castlegar,0,-0.18,-21462.15
467,10,Elkford,0,0.18,587.11
468,1,Terrace,0,-17.46,267593.51
468,2,Vancouver,-1,-1.85,18717.57
468,3,Mackenzie,0,0.24,186.68
468,4,Prince George,0,0.24,473.27
468,5,Quesnel,1,0.23,631.09
468,6,Williams Lake,0,0.23,761.24
468,7,McMahon Gas Plant,0,0.24,350.33
468,8,Kamloops,0,0.24,769.24
468,9,Castlegar,0,-0.12,-21282.24
468,10,Elkford,0,0.24,767.03
469,1,Terrace,0,-17.68,266897.51
469,2,Vancouver,-1,-2.07,18021.57
469,3,Mackenzie,0,0.02,-509.32
469,4,Prince George,0,0.03,-222.73
469,5,Quesnel,1,0.02,-64.90
469,6,Williams Lake,0,0.02,65.24
469,7,McMahon Gas Plant,0,0.02,-345.67
469,8,Kamloops,0,0.02,73.25
469,9,Castlegar,0,-0.34,-21978.23
469,10,Elkford,0,0.02,71.03
470,1,Terrace,0,-17.70,266830.29
470,2,Vancouver,-1,-2.08,17954.35
470,3,Mackenzie,0,0.00,-576.54
470,4,Prince George,0,0.00,-289.95
470,5,Quesnel,1,0.00,-132.12
470,6,Williams Lake,0,0.00,-1.98
470,7,McMahon Gas Plant,0,0.00,-412.89
470,8,Kamloops,0,0.00,6.03
470,9,Castlegar,0,-0.35,-22045.45
470,10,Elkford,0,0.00,3.81
471,1,Terrace,0,-17.70,266830.29
471,2,Vancouver,-1,-2.08,17954.35
471,3,Mackenzie,0,0.00,-576.54
471,4,Prince George,0,0.00,-289.95
471,5,Quesnel,1,0.00,-132.12
471,6,Williams Lake,0,0.00,-1.98
471,7,McMahon Gas Plant,0,0.00,-412.89
471,8,Kamloops,0,0.00,6.03
471,9,Castlegar,0,-0.35,-22045.45
471,10,Elkford,0,0.00,3.81
472,1,Terrace,0,-17.70,266829.49
472,2,Vancouver,-1,-2.08,17953.55
472,3,Mackenzie,0,0.01,-577.34
472,4,Prince George,0,0.00,-290.75
472,5,Quesnel,1,0.00,-132.92
472,6,Williams Lake,0,0.00,-2.78
472,7,McMahon Gas Plant,0,0.00,-413.69
472,8,Kamloops,0,0.00,5.24
472,9,Castlegar,0,-0.35,-22046.25
472,10,Elkford,0,0.00,3.01
473,1,Terrace,0,-17.77,266612.47
473,2,Vancouver,-1,-2.15,17736.53
473,3,Mackenzie,0,-0.07,-794.36
473,4,Prince George,0,-0.07,-507.77
473,5,Quesnel,1,-0.06,-349.94
473,6,Williams Lake,0,-0.06,-219.80
473,7,McMahon Gas Plant,0,-0.07,-630.71
473,8,Kamloops,0,-0.07,-211.79
473,9,Castlegar,0,-0.42,-22263.27
473,10,Elkford,0,-0.07,-214.02
474,1,Terrace,0,-17.70,266830.29
474,2,Vancouver,-1,-2.08,17954.35
474,3,Mackenzie,0,0.00,-576.54
474,4,Prince George,0,0.00,-289.95
474,5,Quesnel,1,0.00,-132.12
474,6,Williams Lake,0,0.00,-1.98
474,7,McMahon Gas Plant,0,0.00,-412.89
474,8,Kamloops,0,0.00,6.03
474,9,Castlegar,0,-0.35,-22045.45
474,10,Elkford,0,0.00,3.81
475,1,Terrace,0,-17.70,266830.29
475,2,Vancouver,-1,-2.08,17954.35
475,3,Mackenzie,0,0.00,-576.54
475,4,Prince George,0,0.00,-289.95
475,5,Quesnel,1,0.00,-132.12
475,6,Williams Lake,0,0.00,-1.98
475,7,McMahon Gas Plant,0,0.00,-412.89
475,8,Kamloops,0,0.00,6.03
475,9,Castlegar,0,-0.35,-22045.45
475,10,Elkford,0,0.00,3.81
476,1,Terrace,0,-17.72,266777.87
476,2,Vancouver,-1,-2.10,17901.93
476,3,Mackenzie,0,-0.02,-628.96
476,4,Prince George,0,-0.01,-342.37
476,5,Quesnel,1,-0.01,-184.54
476,6,Williams Lake,0,-0.01,-54.40
476,7,McMahon Gas Plant,0,-0.02,-465.31
476,8,Kamloops,0,-0.02,-46.39
476,9,Castlegar,0,-0.37,-22097.87
476,10,Elkford,0,-0.02,-48.62
477,1,Terrace,0,-17.55,267299.68
477,2,Vancouver,-1,-1.94,18423.74
477,3,Mackenzie,0,0.15,-107.14
477,4,Prince George,0,0.15,179.45
477,5,Quesnel,1,0.14,337.27
477,6,Williams Lake,0,0.14,467.42
477,7,McMahon Gas Plant,0,0.15,56.51
477,8,Kamloops,0,0.15,475.42
477,9,Castlegar,0,-0.21,-21576.06
477,10,Elkford,0,0.14,473.21
478,1,Terrace,0,-17.70,266830.29
478,2,Vancouver,-1,-2.08,17954.35
478,3,Mackenzie,0,0.00,-576.54
478,4,Prince George,0,0.00,-289.95
